時間,儲能(Energy Storage System),其它再生能源(Other Renewable Energy),太陽能(Solar),核能(Nuclear),民營電廠-燃氣(IPP-LNG),民營電廠-燃煤(IPP-Coal),水力(Hydro),汽電共生(Co-Gen),燃氣(LNG),燃油(Oil),燃煤(Coal),輕油(Diesel),風力(Wind),碳排放量(TCO2),每度電碳排(kgCO₂/kWh),總發電量(MW),碳排放量(TCO₂),再生能源佔比(%),化石燃料佔比(%),低碳能源佔比(%),儲能(Energy Storage System)(%),其它再生能源(Other Renewable Energy)(%),太陽能(Solar)(%),民營電廠-燃氣(IPP-LNG)(%),民營電廠-燃煤(IPP-Coal)(%),水力(Hydro)(%),汽電共生(Co-Gen)(%),燃氣(LNG)(%),燃油(Oil)(%),燃煤(Coal)(%),輕油(Diesel)(%),風力(Wind)(%)
2025-08-02 02:05,0.0 (0.0%),37.7 (0.15%),0.0 (0.0%),0.0 (0.0%),2687.2 (10.73%),2246.5 (8.97%),1440.2 (5.75%),757.6 (3.03%),10486.0 (41.87%),202.9 (0.81%),5763.2 (23.01%),49.4 (0.2%),1373.7 (5.49%),14454.2,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-02 13:19,0.0 (0.0%),36.9 (0.13%),1379.9 (4.73%),0.0 (0.0%),4638.1 (15.9%),2173.0 (7.45%),1281.1 (4.39%),572.5 (1.96%),10120.4 (34.7%),200.1 (0.69%),7283.7 (24.97%),45.9 (0.16%),1433.6 (4.92%),16432.88,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-02 18:19,206.6 (0.74%),34.4 (0.12%),106.8 (0.39%),0.0 (0.0%),4745.3 (17.11%),2212.8 (7.98%),1349.3 (4.86%),546.4 (1.97%),9963.1 (35.92%),201.8 (0.73%),6739.1 (24.3%),61.7 (0.22%),1570.6 (5.66%),15952.64,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-02 19:05,399.4 (1.42%),39.2 (0.14%),0.0 (0.0%),0.0 (0.0%),5028.8 (17.9%),2208.4 (7.86%),1500.1 (5.34%),614.3 (2.19%),10121.3 (36.03%),206.9 (0.74%),6533.1 (23.26%),63.7 (0.23%),1376.7 (4.9%),16030.65,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-02 20:05,778.0 (2.72%),36.7 (0.13%),0.0 (0.0%),0.0 (0.0%),5117.8 (17.9%),2191.1 (7.66%),1500.2 (5.25%),547.7 (1.92%),10229.7 (35.78%),215.6 (0.75%),6500.3 (22.74%),66.1 (0.23%),1407.0 (4.92%),16053.3,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-02 21:05,444.3 (1.58%),36.5 (0.13%),0.0 (0.0%),0.0 (0.0%),4937.2 (17.52%),2199.7 (7.81%),1486.6 (5.28%),527.1 (1.87%),10259.8 (36.41%),214.0 (0.76%),6502.3 (23.08%),65.8 (0.23%),1504.6 (5.34%),15973.69,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-02 22:05,186.8 (0.68%),34.5 (0.13%),0.0 (0.0%),0.0 (0.0%),4831.1 (17.59%),2204.5 (8.03%),1493.9 (5.44%),537.1 (1.96%),9768.6 (35.57%),208.7 (0.76%),6485.6 (23.61%),63.1 (0.23%),1651.0 (6.01%),15663.8,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-02 23:05,473.6 (1.79%),32.0 (0.12%),0.0 (0.0%),0.0 (0.0%),3930.3 (14.82%),2211.6 (8.34%),1445.0 (5.45%),546.3 (2.06%),9601.5 (36.2%),211.8 (0.8%),6455.5 (24.34%),59.5 (0.22%),1558.9 (5.88%),15114.09,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 00:05,502.6 (1.98%),36.7 (0.14%),0.0 (0.0%),0.0 (0.0%),2471.7 (9.73%),2217.6 (8.73%),1500.1 (5.9%),613.9 (2.42%),9993.3 (39.33%),196.5 (0.77%),6269.4 (24.67%),54.6 (0.21%),1553.8 (6.11%),14442.75,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 11:04,0.0 (0.0%),37.9 (0.14%),1962.2 (7.43%),0.0 (0.0%),2613.7 (9.89%),2079.8 (7.87%),1108.5 (4.2%),560.2 (2.12%),11057.9 (41.85%),194.0 (0.73%),6065.9 (22.96%),50.0 (0.19%),691.6 (2.62%),14700.75,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 11:05,0.0 (0.0%),37.9 (0.14%),1962.2 (7.43%),0.0 (0.0%),2613.7 (9.89%),2079.8 (7.87%),1108.5 (4.2%),560.2 (2.12%),11057.9 (41.85%),194.0 (0.73%),6065.9 (22.96%),50.0 (0.19%),691.6 (2.62%),14700.75,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 12:05,0.0 (0.0%),36.5 (0.14%),2222.0 (8.72%),0.0 (0.0%),2841.6 (11.15%),2102.5 (8.25%),1101.6 (4.32%),469.2 (1.84%),9800.0 (38.45%),196.4 (0.77%),5827.0 (22.86%),47.5 (0.19%),840.2 (3.3%),13936.37,0.55,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 13:05,0.0 (0.0%),33.5 (0.13%),2364.7 (9.1%),0.0 (0.0%),2625.2 (10.1%),2125.3 (8.18%),1240.9 (4.77%),544.5 (2.09%),9975.5 (38.38%),197.4 (0.76%),5741.6 (22.09%),46.3 (0.18%),1097.7 (4.22%),13904.53,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 17:11,3.1 (0.01%),38.8 (0.14%),412.5 (1.52%),0.0 (0.0%),3781.1 (13.97%),2178.4 (8.05%),1216.6 (4.5%),631.3 (2.33%),10076.1 (37.24%),205.3 (0.76%),7017.4 (25.93%),52.4 (0.19%),1447.7 (5.35%),15792.38,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 18:05,278.8 (1.03%),36.4 (0.13%),189.8 (0.7%),0.0 (0.0%),3789.9 (14.02%),2178.1 (8.06%),1173.8 (4.34%),551.8 (2.04%),9775.4 (36.16%),199.4 (0.74%),7086.6 (26.21%),57.2 (0.21%),1715.5 (6.35%),15660.1,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 19:05,270.1 (0.99%),37.6 (0.14%),2.0 (0.01%),0.0 (0.0%),3906.1 (14.27%),2173.0 (7.94%),1289.8 (4.71%),602.1 (2.2%),9833.9 (35.93%),206.2 (0.75%),7228.3 (26.41%),56.7 (0.21%),1762.2 (6.44%),15905.59,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 20:05,323.2 (1.16%),36.1 (0.13%),0.0 (0.0%),0.0 (0.0%),4166.2 (14.96%),2201.1 (7.9%),1326.8 (4.76%),671.1 (2.41%),10290.4 (36.95%),211.7 (0.76%),7236.5 (25.99%),61.0 (0.22%),1322.5 (4.75%),16346.01,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 21:05,266.5 (0.96%),36.5 (0.13%),0.0 (0.0%),0.0 (0.0%),4171.4 (15.0%),2205.5 (7.93%),1337.5 (4.81%),551.0 (1.98%),10710.1 (38.51%),209.0 (0.75%),7219.7 (25.96%),60.6 (0.22%),1043.5 (3.75%),16472.74,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 22:05,148.4 (0.55%),34.5 (0.13%),0.0 (0.0%),0.0 (0.0%),3587.9 (13.35%),2202.8 (8.2%),1279.9 (4.76%),615.5 (2.29%),10090.9 (37.55%),208.0 (0.77%),7187.3 (26.75%),54.3 (0.2%),1463.1 (5.44%),15872.34,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-03 23:05,0.0 (0.0%),34.9 (0.14%),0.0 (0.0%),0.0 (0.0%),3074.5 (11.94%),2205.0 (8.56%),1210.6 (4.7%),611.3 (2.37%),10181.7 (39.53%),199.8 (0.78%),6860.5 (26.63%),52.1 (0.2%),1327.3 (5.15%),15357.96,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 00:05,7.5 (0.03%),38.9 (0.16%),0.0 (0.0%),0.0 (0.0%),2212.8 (9.05%),2271.4 (9.29%),1214.7 (4.97%),643.8 (2.63%),9795.0 (40.06%),199.0 (0.81%),6663.1 (27.25%),49.0 (0.2%),1355.3 (5.54%),14632.08,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 01:05,0.0 (0.0%),39.7 (0.17%),0.0 (0.0%),0.0 (0.0%),1342.0 (5.77%),2270.8 (9.76%),1137.4 (4.89%),628.7 (2.7%),9642.2 (41.46%),194.0 (0.83%),6267.0 (26.95%),47.9 (0.21%),1685.6 (7.25%),13749.25,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 11:56,435.6 (1.35%),35.4 (0.11%),2710.7 (8.43%),0.0 (0.0%),5282.3 (16.43%),2205.5 (6.86%),1115.7 (3.47%),1464.5 (4.56%),10010.1 (31.14%),339.9 (1.06%),6772.5 (21.07%),48.4 (0.15%),1729.1 (5.38%),16918.16,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 12:05,231.0 (0.72%),37.9 (0.12%),2620.7 (8.21%),0.0 (0.0%),5288.8 (16.58%),2212.6 (6.93%),1120.6 (3.51%),1429.5 (4.48%),10025.2 (31.42%),341.2 (1.07%),6778.6 (21.24%),48.5 (0.15%),1773.3 (5.56%),16920.96,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 18:17,657.3 (2.21%),40.5 (0.14%),41.9 (0.14%),0.0 (0.0%),5182.6 (17.39%),2265.8 (7.6%),1309.7 (4.39%),1702.1 (5.71%),9814.1 (32.93%),342.1 (1.15%),6826.9 (22.91%),47.8 (0.16%),1570.4 (5.27%),17017.35,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 19:05,1081.8 (3.59%),40.4 (0.13%),0.9 (0.0%),0.0 (0.0%),5044.6 (16.73%),2270.0 (7.53%),1367.4 (4.53%),1639.5 (5.44%),10220.9 (33.89%),344.3 (1.14%),6753.9 (22.39%),47.8 (0.16%),1349.1 (4.47%),17054.03,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 20:05,1038.6 (3.5%),39.8 (0.13%),0.0 (0.0%),0.0 (0.0%),4638.6 (15.64%),2269.1 (7.65%),1365.1 (4.6%),1645.8 (5.55%),10120.6 (34.12%),346.4 (1.17%),6744.9 (22.74%),48.3 (0.16%),1401.5 (4.73%),16797.85,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 21:05,839.0 (2.9%),39.1 (0.14%),0.0 (0.0%),0.0 (0.0%),4267.9 (14.76%),2271.0 (7.85%),1389.8 (4.81%),1651.9 (5.71%),10221.3 (35.35%),350.4 (1.21%),6753.6 (23.36%),48.1 (0.17%),1080.6 (3.74%),16679.08,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 22:05,423.7 (1.52%),39.3 (0.14%),0.0 (0.0%),0.0 (0.0%),4250.5 (15.24%),2275.5 (8.16%),1338.9 (4.8%),1623.9 (5.82%),9789.2 (35.11%),346.4 (1.24%),6736.2 (24.16%),48.0 (0.17%),1013.1 (3.63%),16422.64,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-04 23:05,288.1 (1.08%),33.9 (0.13%),0.0 (0.0%),0.0 (0.0%),3160.1 (11.83%),2270.3 (8.5%),1277.4 (4.78%),1586.4 (5.94%),9894.2 (37.05%),344.0 (1.29%),6751.7 (25.28%),46.8 (0.18%),1054.6 (3.95%),15913.77,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 00:05,19.0 (0.07%),38.9 (0.15%),0.0 (0.0%),0.0 (0.0%),2730.1 (10.72%),2272.6 (8.92%),1280.8 (5.03%),1583.1 (6.21%),9264.5 (36.36%),336.9 (1.32%),6779.3 (26.61%),46.5 (0.18%),1127.2 (4.42%),15402.92,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 01:05,22.6 (0.09%),34.2 (0.14%),0.0 (0.0%),0.0 (0.0%),2315.3 (9.3%),2274.2 (9.13%),1325.7 (5.32%),1065.8 (4.28%),9707.1 (38.98%),330.2 (1.33%),6613.9 (26.56%),46.2 (0.19%),1168.9 (4.69%),14953.4,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 02:05,0.0 (0.0%),33.5 (0.14%),0.0 (0.0%),0.0 (0.0%),2253.1 (9.19%),2270.5 (9.26%),1275.6 (5.2%),865.6 (3.53%),9775.2 (39.88%),328.2 (1.34%),6451.3 (26.32%),46.0 (0.19%),1210.0 (4.94%),14684.79,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 13:47,0.0 (0.0%),36.6 (0.11%),4574.9 (13.66%),0.0 (0.0%),5557.2 (16.59%),2246.4 (6.71%),1145.3 (3.42%),1523.5 (4.55%),10051.0 (30.0%),334.6 (1.0%),6651.9 (19.86%),51.4 (0.15%),1327.4 (3.96%),17038.04,0.51,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 14:05,0.0 (0.0%),33.6 (0.1%),4455.0 (13.33%),0.0 (0.0%),5523.1 (16.52%),2265.8 (6.78%),1145.3 (3.43%),1490.0 (4.46%),9887.2 (29.58%),330.5 (0.99%),6786.5 (20.3%),54.6 (0.16%),1457.1 (4.36%),17057.03,0.51,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 15:05,92.6 (0.29%),28.5 (0.09%),3273.2 (10.11%),0.0 (0.0%),5484.1 (16.94%),2274.7 (7.03%),1157.5 (3.58%),1505.4 (4.65%),9830.9 (30.36%),333.8 (1.03%),6784.6 (20.95%),55.1 (0.17%),1557.0 (4.81%),17027.98,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 16:05,431.8 (1.36%),36.0 (0.11%),2385.9 (7.51%),0.0 (0.0%),5239.4 (16.49%),2269.2 (7.14%),1291.6 (4.07%),1575.7 (4.96%),9693.8 (30.52%),333.7 (1.05%),6776.8 (21.33%),56.8 (0.18%),1676.1 (5.28%),16868.66,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 17:56,404.4 (1.35%),39.9 (0.13%),628.3 (2.09%),0.0 (0.0%),5107.2 (17.01%),2276.2 (7.58%),1447.5 (4.82%),1668.9 (5.56%),9746.4 (32.45%),343.7 (1.14%),6721.0 (22.38%),56.0 (0.19%),1593.0 (5.3%),16848.18,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 18:05,404.4 (1.35%),39.9 (0.13%),628.3 (2.09%),0.0 (0.0%),5107.2 (17.01%),2276.2 (7.58%),1447.5 (4.82%),1668.9 (5.56%),9746.4 (32.45%),343.7 (1.14%),6721.0 (22.38%),56.0 (0.19%),1593.0 (5.3%),16848.18,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 19:05,767.4 (2.52%),37.1 (0.12%),0.3 (0.0%),0.0 (0.0%),5115.1 (16.82%),2273.5 (7.47%),1533.8 (5.04%),1509.5 (4.96%),10085.5 (33.16%),344.3 (1.13%),7087.6 (23.3%),58.0 (0.19%),1603.3 (5.27%),17255.73,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 20:05,848.1 (2.85%),34.4 (0.12%),0.0 (0.0%),0.0 (0.0%),5283.9 (17.73%),2276.3 (7.64%),1524.6 (5.11%),1481.2 (4.97%),9423.9 (31.61%),349.0 (1.17%),6767.1 (22.7%),58.5 (0.2%),1761.9 (5.91%),16710.6,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 21:05,767.9 (2.64%),40.6 (0.14%),0.0 (0.0%),0.0 (0.0%),4640.6 (15.93%),2280.3 (7.83%),1537.3 (5.28%),1521.9 (5.22%),9728.7 (33.4%),350.7 (1.2%),6408.2 (22.0%),59.2 (0.2%),1792.7 (6.15%),16248.32,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 22:05,746.6 (2.63%),39.1 (0.14%),0.0 (0.0%),0.0 (0.0%),4640.3 (16.32%),2276.1 (8.01%),1538.0 (5.41%),1585.5 (5.58%),9245.0 (32.52%),353.2 (1.24%),6239.0 (21.94%),56.9 (0.2%),1710.6 (6.02%),15888.47,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-05 23:05,728.3 (2.63%),38.3 (0.14%),0.0 (0.0%),0.0 (0.0%),4009.0 (14.49%),2273.8 (8.22%),1536.7 (5.55%),1444.8 (5.22%),9393.5 (33.94%),343.2 (1.24%),6214.7 (22.46%),53.0 (0.19%),1637.7 (5.92%),15527.39,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 00:05,292.6 (1.12%),35.4 (0.14%),0.0 (0.0%),0.0 (0.0%),3448.5 (13.21%),2274.7 (8.71%),1494.4 (5.72%),1448.0 (5.54%),9293.4 (35.59%),340.7 (1.3%),6013.2 (23.03%),48.6 (0.19%),1424.7 (5.46%),15012.73,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 01:05,146.3 (0.58%),34.1 (0.13%),0.0 (0.0%),0.0 (0.0%),3573.5 (14.07%),2273.2 (8.95%),1303.6 (5.13%),967.3 (3.81%),9326.9 (36.73%),336.5 (1.33%),6152.0 (24.23%),44.8 (0.18%),1235.1 (4.86%),14920.54,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 02:05,0.0 (0.0%),33.2 (0.13%),0.0 (0.0%),0.0 (0.0%),3487.8 (14.16%),2277.5 (9.25%),1262.4 (5.12%),771.9 (3.13%),9181.9 (37.27%),333.1 (1.35%),6154.2 (24.98%),42.3 (0.17%),1090.1 (4.43%),14688.95,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 12:20,0.0 (0.0%),35.5 (0.11%),7418.1 (22.42%),0.0 (0.0%),3425.5 (10.35%),2216.8 (6.7%),1125.2 (3.4%),1556.1 (4.7%),10315.6 (31.18%),332.1 (1.0%),6058.8 (18.31%),45.2 (0.14%),556.7 (1.68%),15556.35,0.47,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 13:05,0.0 (0.0%),39.3 (0.12%),7567.9 (22.52%),0.0 (0.0%),3763.7 (11.2%),2223.0 (6.62%),1083.7 (3.23%),1503.0 (4.47%),10424.2 (31.03%),331.5 (0.99%),6151.8 (18.31%),50.3 (0.15%),460.0 (1.37%),15841.03,0.47,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 14:26,141.6 (0.41%),33.9 (0.1%),7188.9 (21.01%),0.0 (0.0%),4565.3 (13.34%),2268.6 (6.63%),1117.7 (3.27%),1517.3 (4.44%),10384.9 (30.36%),335.0 (0.98%),6201.5 (18.13%),46.0 (0.13%),410.5 (1.2%),16315.67,0.48,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 15:05,302.8 (0.89%),38.1 (0.11%),6499.5 (19.06%),0.0 (0.0%),4926.7 (14.45%),2273.4 (6.67%),1212.1 (3.55%),1580.7 (4.64%),10160.9 (29.8%),334.7 (0.98%),6365.6 (18.67%),51.0 (0.15%),354.9 (1.04%),16578.43,0.49,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 19:41,1190.6 (3.79%),38.6 (0.12%),0.0 (0.0%),0.0 (0.0%),5701.1 (18.14%),2278.5 (7.25%),1386.7 (4.41%),1612.7 (5.13%),10780.6 (34.29%),352.9 (1.12%),7621.5 (24.24%),61.5 (0.2%),411.7 (1.31%),18453.07,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 20:05,1200.2 (3.84%),38.1 (0.12%),0.0 (0.0%),0.0 (0.0%),5689.1 (18.19%),2278.9 (7.29%),1381.8 (4.42%),1610.3 (5.15%),10454.5 (33.43%),353.4 (1.13%),7735.5 (24.74%),61.9 (0.2%),464.7 (1.49%),18386.28,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 21:05,826.9 (2.71%),41.1 (0.13%),0.0 (0.0%),0.0 (0.0%),5701.1 (18.7%),2280.1 (7.48%),1342.6 (4.4%),1584.5 (5.2%),10469.9 (34.35%),355.1 (1.17%),7581.0 (24.87%),61.2 (0.2%),236.4 (0.78%),18247.29,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 22:05,494.0 (1.66%),41.0 (0.14%),0.0 (0.0%),0.0 (0.0%),5710.0 (19.2%),2279.6 (7.66%),1347.3 (4.53%),1594.9 (5.36%),10484.0 (35.24%),356.2 (1.2%),7166.9 (24.09%),61.3 (0.21%),211.8 (0.71%),17892.86,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-06 23:05,468.9 (1.62%),40.9 (0.14%),0.0 (0.0%),0.0 (0.0%),5529.1 (19.13%),2279.4 (7.89%),1411.5 (4.88%),1518.2 (5.25%),9873.7 (34.16%),352.4 (1.22%),7187.5 (24.87%),59.6 (0.21%),179.4 (0.62%),17465.11,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-07 00:05,452.7 (1.66%),37.6 (0.14%),0.0 (0.0%),0.0 (0.0%),4374.3 (16.0%),2281.5 (8.34%),1381.6 (5.05%),1511.3 (5.53%),9617.2 (35.17%),342.9 (1.25%),7099.1 (25.96%),54.1 (0.2%),190.4 (0.7%),16665.38,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-07 01:05,185.8 (0.71%),42.1 (0.16%),0.0 (0.0%),0.0 (0.0%),3737.5 (14.21%),2274.8 (8.65%),1263.8 (4.8%),1145.8 (4.35%),10293.7 (39.12%),340.2 (1.29%),6800.3 (25.85%),50.9 (0.19%),175.5 (0.67%),16186.09,0.62,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-07 18:16,912.9 (2.84%),38.7 (0.12%),815.2 (2.53%),0.0 (0.0%),5638.9 (17.52%),2272.5 (7.06%),1322.4 (4.11%),1659.4 (5.16%),11241.1 (34.93%),351.1 (1.09%),7815.9 (24.29%),61.9 (0.19%),47.7 (0.15%),18848.69,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-07 19:05,1138.6 (3.54%),39.7 (0.12%),0.1 (0.0%),0.0 (0.0%),5712.3 (17.78%),2272.8 (7.07%),1625.2 (5.06%),1654.3 (5.15%),11281.5 (35.12%),351.1 (1.09%),7933.7 (24.7%),63.3 (0.2%),54.0 (0.17%),19010.02,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-07 20:05,1197.7 (3.77%),40.3 (0.13%),0.0 (0.0%),0.0 (0.0%),5662.8 (17.83%),2272.1 (7.15%),1598.2 (5.03%),1669.9 (5.26%),10904.7 (34.33%),350.5 (1.1%),7906.4 (24.89%),65.3 (0.21%),98.4 (0.31%),18782.25,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-07 21:05,791.5 (2.54%),44.3 (0.14%),0.0 (0.0%),0.0 (0.0%),5525.9 (17.77%),2275.3 (7.32%),1547.2 (4.97%),1598.6 (5.14%),10912.6 (35.09%),359.8 (1.16%),7905.5 (25.42%),66.6 (0.21%),76.0 (0.24%),18685.58,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-07 22:05,597.6 (1.97%),40.9 (0.13%),0.0 (0.0%),0.0 (0.0%),5144.2 (16.97%),2263.9 (7.47%),1474.9 (4.87%),1596.1 (5.27%),10787.8 (35.59%),361.1 (1.19%),7899.2 (26.06%),65.0 (0.21%),77.9 (0.26%),18414.58,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-07 23:05,671.7 (2.26%),39.0 (0.13%),0.0 (0.0%),0.0 (0.0%),4516.7 (15.21%),2272.3 (7.65%),1436.7 (4.84%),1530.0 (5.15%),10774.1 (36.28%),354.0 (1.19%),7994.9 (26.92%),59.9 (0.2%),49.5 (0.17%),18138.0,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 00:05,140.3 (0.51%),36.2 (0.13%),0.0 (0.0%),0.0 (0.0%),3169.0 (11.48%),2271.1 (8.22%),1307.2 (4.73%),1491.9 (5.4%),10777.9 (39.03%),347.2 (1.26%),7998.0 (28.96%),55.7 (0.2%),18.6 (0.07%),17435.89,0.63,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 01:05,244.0 (0.89%),34.6 (0.13%),0.0 (0.0%),0.0 (0.0%),2929.1 (10.73%),2276.0 (8.34%),1295.2 (4.74%),1123.5 (4.11%),10973.8 (40.19%),343.0 (1.26%),8014.8 (29.36%),52.5 (0.19%),16.4 (0.06%),17206.3,0.63,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 14:11,358.3 (1.03%),37.0 (0.11%),6917.2 (19.96%),0.0 (0.0%),5161.3 (14.89%),2266.4 (6.54%),1218.6 (3.52%),1584.5 (4.57%),9790.0 (28.25%),340.1 (0.98%),6722.3 (19.4%),50.9 (0.15%),210.0 (0.61%),16831.52,0.49,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 16:55,667.4 (2.0%),43.0 (0.13%),2758.2 (8.26%),0.0 (0.0%),5404.3 (16.18%),2267.2 (6.79%),1376.3 (4.12%),1676.7 (5.02%),10712.3 (32.07%),337.7 (1.01%),7974.3 (23.87%),62.0 (0.19%),127.8 (0.38%),18604.53,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 17:05,639.4 (1.93%),40.7 (0.12%),2405.0 (7.25%),0.0 (0.0%),5492.4 (16.55%),2271.4 (6.85%),1382.5 (4.17%),1670.2 (5.03%),10667.0 (32.15%),342.3 (1.03%),8068.4 (24.32%),62.2 (0.19%),137.7 (0.42%),18714.35,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 18:05,717.2 (2.26%),42.9 (0.13%),890.3 (2.8%),0.0 (0.0%),5474.6 (17.21%),2275.3 (7.15%),1358.8 (4.27%),1738.0 (5.47%),10308.2 (32.41%),352.1 (1.11%),8389.0 (26.38%),62.6 (0.2%),192.4 (0.61%),18866.96,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 19:05,1116.1 (3.53%),41.3 (0.13%),0.6 (0.0%),0.0 (0.0%),5569.2 (17.63%),2275.6 (7.2%),1367.6 (4.33%),1638.4 (5.19%),10563.8 (33.43%),357.7 (1.13%),8417.6 (26.64%),64.6 (0.2%),185.8 (0.59%),19014.49,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 20:05,1043.2 (3.34%),43.8 (0.14%),0.0 (0.0%),0.0 (0.0%),5095.7 (16.31%),2275.2 (7.28%),1389.2 (4.45%),1702.7 (5.45%),10667.7 (34.13%),358.0 (1.15%),8403.7 (26.89%),65.0 (0.21%),207.4 (0.66%),18855.98,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 21:05,796.1 (2.6%),43.0 (0.14%),0.0 (0.0%),0.0 (0.0%),5056.7 (16.5%),2268.8 (7.4%),1364.9 (4.45%),1622.5 (5.29%),10295.0 (33.59%),361.3 (1.18%),8425.9 (27.49%),67.6 (0.22%),351.3 (1.15%),18621.08,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-08-08 22:05,651.8 (2.16%),42.0 (0.14%),0.0 (0.0%),0.0 (0.0%),4619.7 (15.33%),2262.5 (7.51%),1341.5 (4.45%),1667.4 (5.53%),10235.2 (33.96%),355.5 (1.18%),8427.5 (27.96%),62.4 (0.21%),472.9 (1.57%),18386.33,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
